batsman,bowler,P0,P1,P2,P3,P4,P6,p_not_out
PA Patel,SM Pollock,0.71,0.0,0.14,0.0,0.14,0.0,
PA Patel,SMSM Senanayake,0.45,0.55,0.0,0.0,0.0,0.0,
PA Patel,SN Thakur,0.41,0.27,0.14,0.0,0.18,0.0,
PA Patel,SP Narine,0.44,0.39,0.06,0.0,0.11,0.0,
PA Patel,SR Watson,0.5,0.3,0.1,0.0,0.1,0.0,
PA Patel,STR Binny,0.25,0.58,0.08,0.0,0.08,0.0,
PA Patel,SW Tait,0.75,0.12,0.0,0.0,0.0,0.12,
PA Patel,Sandeep Sharma,0.62,0.27,0.06,0.0,0.06,0.0,0.93
PA Patel,Shahid Afridi,0.33,0.67,0.0,0.0,0.0,0.0,
PA Patel,Shakib Al Hasan,0.6,0.2,0.0,0.0,0.2,0.0,0.8
PA Patel,Shoaib Akhtar,0.78,0.22,0.0,0.0,0.0,0.0,
PA Patel,Shoaib Malik,0.5,0.5,0.0,0.0,0.0,0.0,
PA Patel,Sohail Tanvir,0.67,0.2,0.0,0.0,0.13,0.0,0.93
PA Patel,TA Boult,0.36,0.27,0.18,0.0,0.18,0.0,
PA Patel,TG Southee,0.5,0.14,0.07,0.07,0.21,0.0,
PA Patel,TM Dilshan,0.4,0.6,0.0,0.0,0.0,0.0,
PA Patel,UT Yadav,0.31,0.31,0.06,0.0,0.29,0.03,0.96
PA Patel,V Sehwag,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA Patel,VR Aaron,0.62,0.25,0.0,0.0,0.12,0.0,
PA Patel,VRV Singh,0.57,0.29,0.0,0.0,0.14,0.0,
PA Patel,VS Malik,0.67,0.33,0.0,0.0,0.0,0.0,0.67
PA Patel,VY Mahesh,0.5,0.17,0.0,0.0,0.33,0.0,
PA Patel,WD Parnell,0.5,0.25,0.08,0.0,0.17,0.0,0.92
PA Patel,Washington Sundar,0.32,0.46,0.07,0.0,0.11,0.04,
PA Patel,Y Nagar,0.0,1.0,0.0,0.0,0.0,0.0,
PA Patel,YK Pathan,0.49,0.41,0.0,0.0,0.11,0.0,0.92
PA Patel,Yuvraj Singh,0.33,0.5,0.0,0.0,0.17,0.0,
PA Patel,Z Khan,0.44,0.37,0.05,0.02,0.12,0.0,
PA Reddy,A Chandila,0.73,0.18,0.09,0.0,0.0,0.0,0.91
PA Reddy,AB Dinda,0.0,1.0,0.0,0.0,0.0,0.0,
PA Reddy,AD Mascarenhas,0.2,0.6,0.0,0.0,0.2,0.0,
PA Reddy,AD Mathews,0.0,0.8,0.0,0.0,0.2,0.0,
PA Reddy,Azhar Mahmood,0.17,0.33,0.17,0.0,0.33,0.0,
PA Reddy,B Kumar,0.43,0.43,0.0,0.0,0.14,0.0,
PA Reddy,DS Kulkarni,0.0,1.0,0.0,0.0,0.0,0.0,
PA Reddy,IK Pathan,0.86,0.14,0.0,0.0,0.0,0.0,
PA Reddy,J Botha,0.33,0.33,0.17,0.0,0.08,0.08,
PA Reddy,JD Unadkat,0.25,0.75,0.0,0.0,0.0,0.0,
PA Reddy,M Kartik,0.14,0.71,0.0,0.0,0.14,0.0,
PA Reddy,M Muralitharan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA Reddy,MC Henriques,0.29,0.43,0.14,0.0,0.14,0.0,
PA Reddy,MG Johnson,0.75,0.0,0.12,0.0,0.12,0.0,0.88
PA Reddy,MN Samuels,0.43,0.57,0.0,0.0,0.0,0.0,
PA Reddy,MS Gony,0.75,0.0,0.0,0.0,0.25,0.0,0.75
PA Reddy,P Awana,0.25,0.5,0.25,0.0,0.0,0.0,
PA Reddy,P Kumar,0.5,0.25,0.0,0.25,0.0,0.0,
PA Reddy,PP Chawla,0.2,0.6,0.0,0.0,0.0,0.2,0.8
PA Reddy,R Sharma,0.38,0.62,0.0,0.0,0.0,0.0,
PA Reddy,R Vinay Kumar,0.5,0.29,0.14,0.0,0.07,0.0,0.93
PA Reddy,RP Singh,0.57,0.14,0.14,0.0,0.14,0.0,0.86
PA Reddy,RR Powar,0.0,1.0,0.0,0.0,0.0,0.0,
PA Reddy,S Kaul,1.0,0.0,0.0,0.0,0.0,0.0,
PA Reddy,SK Trivedi,0.5,0.33,0.0,0.0,0.17,0.0,0.83
PA Reddy,SR Watson,0.29,0.29,0.14,0.0,0.29,0.0,
PA Reddy,SW Tait,0.5,0.33,0.17,0.0,0.0,0.0,
PA Reddy,Yuvraj Singh,0.33,0.67,0.0,0.0,0.0,0.0,0.67
PA Reddy,Z Khan,0.6,0.4,0.0,0.0,0.0,0.0,
PC Valthaty,A Mishra,0.56,0.25,0.0,0.0,0.12,0.06,0.88
PC Valthaty,A Nehra,0.75,0.25,0.0,0.0,0.0,0.0,
PC Valthaty,A Singh,0.4,0.6,0.0,0.0,0.0,0.0,
PC Valthaty,A Symonds,0.5,0.0,0.0,0.0,0.0,0.5,0.5
PC Valthaty,AB Dinda,0.83,0.17,0.0,0.0,0.0,0.0,0.83
PC Valthaty,AC Thomas,0.67,0.0,0.17,0.0,0.17,0.0,0.83
PC Valthaty,AM Salvi,0.33,0.33,0.0,0.0,0.17,0.17,
PC Valthaty,AN Ahmed,0.43,0.57,0.0,0.0,0.0,0.0,
PC Valthaty,Anureet Singh,0.83,0.0,0.0,0.0,0.17,0.0,0.83
PC Valthaty,B Kumar,0.67,0.0,0.0,0.0,0.33,0.0,
PC Valthaty,B Lee,0.7,0.1,0.1,0.0,0.1,0.0,0.9
PC Valthaty,CH Gayle,0.75,0.0,0.25,0.0,0.0,0.0,0.75
PC Valthaty,CK Langeveldt,0.56,0.11,0.11,0.0,0.11,0.11,0.89
PC Valthaty,DT Christian,0.33,0.67,0.0,0.0,0.0,0.0,
PC Valthaty,DW Steyn,0.67,0.17,0.0,0.0,0.17,0.0,0.94
PC Valthaty,Harbhajan Singh,0.6,0.27,0.0,0.0,0.13,0.0,
PC Valthaty,I Sharma,0.62,0.31,0.0,0.0,0.0,0.08,
PC Valthaty,IK Pathan,0.6,0.13,0.07,0.0,0.07,0.13,0.87
PC Valthaty,Iqbal Abdulla,1.0,0.0,0.0,0.0,0.0,0.0,
PC Valthaty,J Botha,0.25,0.5,0.0,0.0,0.25,0.0,
PC Valthaty,JA Morkel,0.0,0.33,0.17,0.0,0.42,0.08,
PC Valthaty,JH Kallis,0.0,1.0,0.0,0.0,0.0,0.0,
PC Valthaty,JJ van der Wath,0.67,0.17,0.0,0.0,0.17,0.0,
PC Valthaty,JP Duminy,0.14,0.57,0.0,0.0,0.0,0.29,
PC Valthaty,JR Hopes,0.46,0.23,0.08,0.0,0.08,0.15,
PC Valthaty,KA Pollard,0.4,0.4,0.2,0.0,0.0,0.0,
PC Valthaty,KK Cooper,0.8,0.0,0.0,0.0,0.2,0.0,0.8
PC Valthaty,KV Sharma,0.75,0.12,0.12,0.0,0.0,0.0,0.88
PC Valthaty,L Balaji,0.0,0.0,1.0,0.0,0.0,0.0,
PC Valthaty,M Morkel,0.6,0.33,0.0,0.0,0.07,0.0,0.93
PC Valthaty,MM Patel,0.6,0.2,0.0,0.0,0.2,0.0,0.9
PC Valthaty,MS Gony,0.33,0.11,0.0,0.0,0.44,0.11,
PC Valthaty,R Ashwin,0.31,0.38,0.08,0.0,0.23,0.0,
PC Valthaty,R Sharma,0.5,0.5,0.0,0.0,0.0,0.0,0.75
PC Valthaty,R Vinay Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
PC Valthaty,RP Singh,0.6,0.0,0.0,0.0,0.0,0.4,0.8
PC Valthaty,S Aravind,0.57,0.29,0.0,0.0,0.14,0.0,
PC Valthaty,S Randiv,0.23,0.38,0.08,0.0,0.31,0.0,
PC Valthaty,S Sreesanth,0.6,0.2,0.0,0.0,0.2,0.0,
PC Valthaty,S Sriram,0.0,1.0,0.0,0.0,0.0,0.0,
PC Valthaty,SB Jakati,0.0,0.67,0.17,0.0,0.17,0.0,
PC Valthaty,SB Styris,0.25,0.25,0.0,0.0,0.25,0.25,
PC Valthaty,SB Wagh,0.57,0.0,0.0,0.0,0.43,0.0,
PC Valthaty,SK Raina,0.5,0.5,0.0,0.0,0.0,0.0,
PC Valthaty,SK Trivedi,0.38,0.0,0.0,0.0,0.38,0.25,
PC Valthaty,SK Warne,0.5,0.12,0.25,0.0,0.0,0.12,0.88
PC Valthaty,SL Malinga,0.91,0.09,0.0,0.0,0.0,0.0,
PC Valthaty,SR Watson,0.33,0.67,0.0,0.0,0.0,0.0,
PC Valthaty,STR Binny,0.0,0.67,0.33,0.0,0.0,0.0,
PC Valthaty,SW Tait,0.82,0.09,0.0,0.0,0.09,0.0,
PC Valthaty,TG Southee,0.5,0.14,0.0,0.0,0.36,0.0,
PC Valthaty,TL Suman,0.0,0.5,0.25,0.0,0.0,0.25,
PC Valthaty,UT Yadav,0.88,0.12,0.0,0.0,0.0,0.0,
PC Valthaty,VR Aaron,0.69,0.12,0.0,0.0,0.19,0.0,
PC Valthaty,WD Parnell,0.43,0.43,0.14,0.0,0.0,0.0,
PC Valthaty,YK Pathan,0.5,0.0,0.0,0.0,0.5,0.0,0.5
PC Valthaty,Yuvraj Singh,1.0,0.0,0.0,0.0,0.0,0.0,
PC Valthaty,Z Khan,0.53,0.18,0.06,0.0,0.24,0.0,0.94
PD Collingwood,A Kumble,0.67,0.17,0.0,0.0,0.0,0.17,
PD Collingwood,A Mithun,0.0,0.57,0.0,0.0,0.14,0.29,
PD Collingwood,A Symonds,0.33,0.67,0.0,0.0,0.0,0.0,
PD Collingwood,AB Agarkar,0.5,0.33,0.0,0.0,0.17,0.0,
PD Collingwood,AB Dinda,0.0,1.0,0.0,0.0,0.0,0.0,
PD Collingwood,AD Mathews,0.33,0.5,0.0,0.0,0.17,0.0,
PD Collingwood,AG Murtaza,0.5,0.5,0.0,0.0,0.0,0.0,
PD Collingwood,BAW Mendis,0.5,0.5,0.0,0.0,0.0,0.0,0.5
PD Collingwood,CH Gayle,0.25,0.42,0.08,0.0,0.08,0.17,
PD Collingwood,CK Langeveldt,1.0,0.0,0.0,0.0,0.0,0.0,0.5
PD Collingwood,CL White,0.43,0.0,0.14,0.0,0.14,0.29,
PD Collingwood,DJ Hussey,0.11,0.67,0.11,0.11,0.0,0.0,
PD Collingwood,Harmeet Singh,0.3,0.4,0.1,0.0,0.0,0.2,
PD Collingwood,JH Kallis,0.44,0.22,0.11,0.0,0.11,0.11,
PD Collingwood,KA Pollard,0.67,0.33,0.0,0.0,0.0,0.0,
PD Collingwood,KP Appanna,0.45,0.55,0.0,0.0,0.0,0.0,
PD Collingwood,KP Pietersen,0.67,0.0,0.33,0.0,0.0,0.0,
PD Collingwood,L Ablish,0.0,0.0,1.0,0.0,0.0,0.0,
PD Collingwood,M Kartik,0.4,0.6,0.0,0.0,0.0,0.0,
PD Collingwood,MR Marsh,0.0,0.67,0.33,0.0,0.0,0.0,
PD Collingwood,PP Chawla,0.75,0.25,0.0,0.0,0.0,0.0,0.75
PD Collingwood,PP Ojha,0.3,0.6,0.0,0.0,0.1,0.0,
PD Collingwood,R Sharma,0.29,0.5,0.14,0.0,0.0,0.07,
PD Collingwood,R Vinay Kumar,0.25,0.5,0.0,0.0,0.0,0.25,
PD Collingwood,RR Powar,0.67,0.33,0.0,0.0,0.0,0.0,
PD Collingwood,S Narwal,0.33,0.33,0.0,0.0,0.33,0.0,
PD Collingwood,SW Tait,0.4,0.2,0.0,0.0,0.2,0.2,
PD Collingwood,WPUJC Vaas,1.0,0.0,0.0,0.0,0.0,0.0,
PJ Cummins,A Nehra,1.0,0.0,0.0,0.0,0.0,0.0,
PJ Cummins,AR Patel,0.0,1.0,0.0,0.0,0.0,0.0,
PJ Cummins,BA Stokes,0.4,0.2,0.2,0.0,0.0,0.2,
PJ Cummins,Basil Thampi,0.0,0.5,0.5,0.0,0.0,0.0,
PJ Cummins,CR Woakes,0.0,1.0,0.0,0.0,0.0,0.0,
PJ Cummins,DJ Bravo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Cummins,DS Kulkarni,0.5,0.5,0.0,0.0,0.0,0.0,
PJ Cummins,HH Pandya,0.67,0.33,0.0,0.0,0.0,0.0,
PJ Cummins,Harbhajan Singh,0.67,0.17,0.0,0.0,0.0,0.17,
PJ Cummins,JJ Bumrah,0.0,0.5,0.5,0.0,0.0,0.0,
PJ Cummins,JP Faulkner,0.25,0.25,0.25,0.0,0.0,0.25,
PJ Cummins,KV Sharma,0.33,0.33,0.33,0.0,0.0,0.0,
PJ Cummins,NM Coulter-Nile,0.33,0.67,0.0,0.0,0.0,0.0,
PJ Cummins,PJ Sangwan,0.33,0.0,0.0,0.0,0.67,0.0,
PJ Cummins,SL Malinga,1.0,0.0,0.0,0.0,0.0,0.0,
PJ Cummins,SR Watson,0.5,0.0,0.0,0.0,0.5,0.0,
PJ Cummins,Sandeep Sharma,0.2,0.2,0.2,0.0,0.4,0.0,
PJ Cummins,TM Head,0.33,0.33,0.0,0.0,0.0,0.33,
PJ Cummins,TS Mills,0.33,0.67,0.0,0.0,0.0,0.0,
PJ Cummins,Washington Sundar,0.0,1.0,0.0,0.0,0.0,0.0,
PJ Cummins,YS Chahal,1.0,0.0,0.0,0.0,0.0,0.0,
PJ Sangwan,A Nehra,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Sangwan,B Lee,0.5,0.5,0.0,0.0,0.0,0.0,
PJ Sangwan,CJ Anderson,0.0,1.0,0.0,0.0,0.0,0.0,
PJ Sangwan,CRD Fernando,0.0,0.67,0.33,0.0,0.0,0.0,
PJ Sangwan,DJ Bravo,0.5,0.25,0.25,0.0,0.0,0.0,
PJ Sangwan,Harbhajan Singh,0.0,1.0,0.0,0.0,0.0,0.0,
PJ Sangwan,IK Pathan,0.0,0.67,0.33,0.0,0.0,0.0,
PJ Sangwan,JD Unadkat,0.5,0.5,0.0,0.0,0.0,0.0,
PJ Sangwan,KA Pollard,0.33,0.67,0.0,0.0,0.0,0.0,
PJ Sangwan,Kamran Khan,0.0,1.0,0.0,0.0,0.0,0.0,
PJ Sangwan,LR Shukla,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PJ Sangwan,Mohammed Siraj,1.0,0.0,0.0,0.0,0.0,0.0,
PJ Sangwan,RP Singh,0.67,0.0,0.0,0.0,0.33,0.0,
PJ Sangwan,SB Jakati,1.0,0.0,0.0,0.0,0.0,0.0,0.67
PJ Sangwan,ST Jayasuriya,0.71,0.29,0.0,0.0,0.0,0.0,
PM Sarvesh Kumar,A Mishra,0.5,0.5,0.0,0.0,0.0,0.0,
PP Chawla,A Kumble,0.33,0.33,0.33,0.0,0.0,0.0,
PP Chawla,A Mishra,0.5,0.25,0.0,0.0,0.25,0.0,
PP Chawla,A Nehra,0.29,0.29,0.0,0.0,0.29,0.14,
PP Chawla,A Singh,0.5,0.38,0.0,0.0,0.0,0.12,
PP Chawla,A Symonds,0.57,0.43,0.0,0.0,0.0,0.0,
PP Chawla,AB Dinda,0.67,0.11,0.11,0.0,0.11,0.0,
PP Chawla,AC Thomas,0.5,0.5,0.0,0.0,0.0,0.0,
PP Chawla,AD Mathews,0.33,0.33,0.0,0.0,0.17,0.17,
PP Chawla,AM Salvi,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,AR Patel,0.5,0.5,0.0,0.0,0.0,0.0,0.83
PP Chawla,Anand Rajan,0.67,0.0,0.0,0.0,0.0,0.33,
PP Chawla,Anureet Singh,0.67,0.0,0.0,0.0,0.0,0.33,0.67
PP Chawla,B Kumar,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,BE Hendricks,0.25,0.25,0.0,0.0,0.5,0.0,
PP Chawla,CH Gayle,0.25,0.75,0.0,0.0,0.0,0.0,0.75
PP Chawla,CH Morris,0.5,0.0,0.0,0.0,0.5,0.0,
PP Chawla,DJ Bravo,0.89,0.11,0.0,0.0,0.0,0.0,0.78
PP Chawla,DJG Sammy,1.0,0.0,0.0,0.0,0.0,0.0,
PP Chawla,DL Vettori,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,DP Nannes,0.67,0.33,0.0,0.0,0.0,0.0,0.67
PP Chawla,DR Smith,0.67,0.17,0.17,0.0,0.0,0.0,0.83
PP Chawla,DS Kulkarni,0.5,0.33,0.0,0.0,0.17,0.0,0.83
PP Chawla,DW Steyn,0.1,0.6,0.0,0.0,0.3,0.0,0.9
PP Chawla,FY Fazal,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,HH Pandya,0.75,0.25,0.0,0.0,0.0,0.0,
PP Chawla,Harbhajan Singh,0.2,0.6,0.0,0.0,0.2,0.0,0.8
PP Chawla,I Sharma,0.25,0.12,0.12,0.0,0.38,0.12,
PP Chawla,IK Pathan,0.33,0.67,0.0,0.0,0.0,0.0,
PP Chawla,Imran Tahir,0.4,0.2,0.4,0.0,0.0,0.0,
PP Chawla,J Botha,0.25,0.75,0.0,0.0,0.0,0.0,
PP Chawla,JA Morkel,0.62,0.31,0.0,0.0,0.06,0.0,0.88
PP Chawla,JD Ryder,0.75,0.25,0.0,0.0,0.0,0.0,
PP Chawla,JH Kallis,0.17,0.33,0.17,0.0,0.17,0.17,
PP Chawla,JP Faulkner,0.5,0.5,0.0,0.0,0.0,0.0,
PP Chawla,KA Pollard,1.0,0.0,0.0,0.0,0.0,0.0,
PP Chawla,KK Cooper,0.6,0.2,0.2,0.0,0.0,0.0,0.6
PP Chawla,KV Sharma,0.2,0.4,0.0,0.0,0.0,0.4,
PP Chawla,Kamran Khan,1.0,0.0,0.0,0.0,0.0,0.0,
PP Chawla,L Balaji,0.48,0.33,0.1,0.0,0.1,0.0,0.95
PP Chawla,M Manhas,0.55,0.36,0.09,0.0,0.0,0.0,
PP Chawla,M Morkel,0.2,0.8,0.0,0.0,0.0,0.0,0.8
PP Chawla,M Muralitharan,0.55,0.18,0.27,0.0,0.0,0.0,0.91
PP Chawla,MC Henriques,0.67,0.33,0.0,0.0,0.0,0.0,
PP Chawla,MF Maharoof,0.0,0.67,0.33,0.0,0.0,0.0,
PP Chawla,MG Johnson,0.42,0.33,0.08,0.0,0.08,0.08,
PP Chawla,MJ McClenaghan,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,MM Patel,0.3,0.3,0.2,0.0,0.2,0.0,
PP Chawla,MM Sharma,0.5,0.5,0.0,0.0,0.0,0.0,0.5
PP Chawla,MN Samuels,0.67,0.0,0.11,0.0,0.22,0.0,
PP Chawla,MS Gony,0.0,0.0,0.0,0.0,0.5,0.5,
PP Chawla,Mohammed Shami,0.67,0.0,0.0,0.0,0.33,0.0,
PP Chawla,NLTC Perera,0.62,0.0,0.25,0.0,0.12,0.0,0.75
PP Chawla,P Awana,0.14,0.14,0.14,0.0,0.57,0.0,
PP Chawla,P Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PP Chawla,P Negi,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,PP Ojha,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,R Bhatia,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,R McLaren,0.33,0.17,0.17,0.0,0.33,0.0,
PP Chawla,R Sharma,0.44,0.44,0.11,0.0,0.0,0.0,0.94
PP Chawla,R Vinay Kumar,0.0,0.25,0.25,0.0,0.25,0.25,
PP Chawla,RG Sharma,0.5,0.5,0.0,0.0,0.0,0.0,
PP Chawla,RJ Harris,0.33,0.67,0.0,0.0,0.0,0.0,
PP Chawla,RP Singh,0.27,0.45,0.09,0.0,0.18,0.0,0.91
PP Chawla,SB Jakati,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,SB Styris,0.33,0.33,0.0,0.0,0.0,0.33,
PP Chawla,SB Wagh,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PP Chawla,SK Raina,0.5,0.5,0.0,0.0,0.0,0.0,
PP Chawla,SK Trivedi,0.3,0.5,0.2,0.0,0.0,0.0,0.9
PP Chawla,SK Warne,0.38,0.38,0.0,0.0,0.25,0.0,0.88
PP Chawla,SL Malinga,0.68,0.26,0.0,0.0,0.0,0.05,0.95
PP Chawla,SP Narine,0.38,0.56,0.0,0.0,0.06,0.0,0.94
PP Chawla,SR Watson,0.53,0.21,0.05,0.0,0.21,0.0,0.89
PP Chawla,STR Binny,0.0,1.0,0.0,0.0,0.0,0.0,
PP Chawla,SW Tait,0.67,0.0,0.0,0.0,0.33,0.0,0.67
PP Chawla,Sandeep Sharma,0.33,0.67,0.0,0.0,0.0,0.0,
PP Chawla,T Thushara,0.0,0.0,1.0,0.0,0.0,0.0,
PP Chawla,UT Yadav,0.5,0.25,0.0,0.0,0.25,0.0,0.75
PP Chawla,Umar Gul,0.67,0.33,0.0,0.0,0.0,0.0,0.67
PP Chawla,VR Aaron,0.33,0.67,0.0,0.0,0.0,0.0,
PP Chawla,WD Parnell,1.0,0.0,0.0,0.0,0.0,0.0,
PP Chawla,WPUJC Vaas,0.33,0.33,0.0,0.0,0.33,0.0,
PP Chawla,YK Pathan,0.33,0.67,0.0,0.0,0.0,0.0,0.67
PP Chawla,Yuvraj Singh,0.33,0.67,0.0,0.0,0.0,0.0,
PP Chawla,Z Khan,0.25,0.25,0.25,0.0,0.25,0.0,0.88
PP Ojha,A Kumble,1.0,0.0,0.0,0.0,0.0,0.0,0.5
PP Ojha,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PP Ojha,A Nehra,0.0,1.0,0.0,0.0,0.0,0.0,
PP Ojha,AB Agarkar,1.0,0.0,0.0,0.0,0.0,0.0,0.5
PP Ojha,DJ Bravo,0.0,1.0,0.0,0.0,0.0,0.0,
PP Ojha,Imran Tahir,0.0,1.0,0.0,0.0,0.0,0.0,
PP Ojha,KK Cooper,0.0,1.0,0.0,0.0,0.0,0.0,
PP Ojha,L Balaji,0.0,1.0,0.0,0.0,0.0,0.0,
PP Ojha,M Morkel,0.75,0.25,0.0,0.0,0.0,0.0,
PP Ojha,M Muralitharan,0.5,0.5,0.0,0.0,0.0,0.0,
PP Ojha,MA Starc,0.75,0.25,0.0,0.0,0.0,0.0,
PP Ojha,MM Sharma,0.67,0.33,0.0,0.0,0.0,0.0,0.67
PP Ojha,R Bhatia,1.0,0.0,0.0,0.0,0.0,0.0,0.5
PP Ojha,SK Raina,1.0,0.0,0.0,0.0,0.0,0.0,0.5
PP Ojha,SL Malinga,0.75,0.0,0.25,0.0,0.0,0.0,0.75
PP Ojha,Sohail Tanvir,0.5,0.5,0.0,0.0,0.0,0.0,
PP Ojha,UT Yadav,0.67,0.33,0.0,0.0,0.0,0.0,
PP Ojha,VR Aaron,1.0,0.0,0.0,0.0,0.0,0.0,
PP Ojha,WD Parnell,0.5,0.5,0.0,0.0,0.0,0.0,
PR Shah,A Mishra,0.5,0.5,0.0,0.0,0.0,0.0,
PR Shah,A Nehra,0.67,0.33,0.0,0.0,0.0,0.0,
PR Shah,AM Salvi,0.5,0.33,0.17,0.0,0.0,0.0,
PR Shah,B Akhil,0.6,0.4,0.0,0.0,0.0,0.0,0.8
PR Shah,BJ Hodge,0.75,0.0,0.0,0.0,0.25,0.0,0.75
PR Shah,DP Nannes,0.83,0.17,0.0,0.0,0.0,0.0,0.83
PR Shah,DP Vijaykumar,0.57,0.29,0.0,0.0,0.14,0.0,
PR Shah,DR Smith,0.6,0.0,0.0,0.0,0.0,0.4,
PR Shah,Harmeet Singh,0.5,0.25,0.0,0.0,0.25,0.0,
PR Shah,JH Kallis,0.33,0.33,0.0,0.0,0.33,0.0,
PR Shah,P Parameswaran,0.0,1.0,0.0,0.0,0.0,0.0,
PR Shah,PJ Sangwan,0.38,0.38,0.25,0.0,0.0,0.0,
PR Shah,R Bhatia,0.33,0.33,0.17,0.0,0.17,0.0,0.83
PR Shah,R Vinay Kumar,0.62,0.25,0.12,0.0,0.0,0.0,
PR Shah,RJ Harris,0.5,0.25,0.25,0.0,0.0,0.0,
PR Shah,RP Singh,0.33,0.33,0.0,0.0,0.33,0.0,0.67
PR Shah,S Sreesanth,0.33,0.0,0.67,0.0,0.0,0.0,0.67
PR Shah,SB Joshi,0.17,0.67,0.0,0.0,0.17,0.0,
PR Shah,Shoaib Ahmed,0.0,0.0,0.0,0.0,1.0,0.0,
PR Shah,TL Suman,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PR Shah,VY Mahesh,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PR Shah,Yuvraj Singh,0.5,0.5,0.0,0.0,0.0,0.0,
PR Shah,Z Khan,1.0,0.0,0.0,0.0,0.0,0.0,
PSP Handscomb,Harbhajan Singh,0.25,0.75,0.0,0.0,0.0,0.0,0.75
PSP Handscomb,JJ Bumrah,0.75,0.25,0.0,0.0,0.0,0.0,
PSP Handscomb,TG Southee,0.5,0.5,0.0,0.0,0.0,0.0,
PV Tambe,BW Hilfenhaus,0.0,1.0,0.0,0.0,0.0,0.0,
PV Tambe,CH Gayle,1.0,0.0,0.0,0.0,0.0,0.0,
PV Tambe,CJ Jordan,1.0,0.0,0.0,0.0,0.0,0.0,
PV Tambe,DJ Bravo,0.0,1.0,0.0,0.0,0.0,0.0,
PV Tambe,DW Steyn,0.5,0.5,0.0,0.0,0.0,0.0,
PV Tambe,IK Pathan,0.75,0.25,0.0,0.0,0.0,0.0,0.75
PV Tambe,MA Starc,0.5,0.5,0.0,0.0,0.0,0.0,
PV Tambe,NLTC Perera,0.0,1.0,0.0,0.0,0.0,0.0,
PV Tambe,R Ashwin,0.0,1.0,0.0,0.0,0.0,0.0,
PV Tambe,S Aravind,0.75,0.25,0.0,0.0,0.0,0.0,
PV Tambe,V Kohli,0.5,0.5,0.0,0.0,0.0,0.0,
PV Tambe,VR Aaron,0.75,0.0,0.0,0.0,0.25,0.0,
Pankaj Singh,A Nehra,0.0,1.0,0.0,0.0,0.0,0.0,
Pankaj Singh,A Symonds,0.0,0.5,0.5,0.0,0.0,0.0,
Pankaj Singh,IK Pathan,0.83,0.17,0.0,0.0,0.0,0.0,0.83
Pankaj Singh,KA Pollard,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Pankaj Singh,RP Singh,0.0,1.0,0.0,0.0,0.0,0.0,
Parvez Rasool,A Nehra,0.0,0.5,0.5,0.0,0.0,0.0,
Parvez Rasool,AN Ahmed,0.0,1.0,0.0,0.0,0.0,0.0,
Parvez Rasool,B Kumar,0.6,0.2,0.0,0.0,0.2,0.0,0.8
Parvez Rasool,L Balaji,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvez Rasool,MG Johnson,0.0,1.0,0.0,0.0,0.0,0.0,
Parvez Rasool,MM Sharma,0.0,1.0,0.0,0.0,0.0,0.0,
Parvez Rasool,Mustafizur Rahman,0.0,1.0,0.0,0.0,0.0,0.0,
Parvez Rasool,SL Malinga,0.5,0.5,0.0,0.0,0.0,0.0,
Parvez Rasool,SP Narine,0.67,0.33,0.0,0.0,0.0,0.0,
Q de Kock,A Mishra,0.33,0.5,0.17,0.0,0.0,0.0,
Q de Kock,A Nehra,0.5,0.1,0.0,0.0,0.3,0.1,
Q de Kock,AB Dinda,0.5,0.27,0.0,0.0,0.14,0.09,0.91
Q de Kock,AD Russell,0.57,0.14,0.14,0.0,0.0,0.0,0.71
Q de Kock,AR Patel,0.33,0.17,0.17,0.0,0.28,0.06,
Q de Kock,B Kumar,0.54,0.36,0.04,0.04,0.04,0.0,
Q de Kock,BB Sran,0.56,0.22,0.0,0.0,0.11,0.11,0.89
Q de Kock,BW Hilfenhaus,0.77,0.0,0.0,0.0,0.23,0.0,
Q de Kock,CH Gayle,0.42,0.5,0.08,0.0,0.0,0.0,
Q de Kock,CJ Anderson,0.5,0.5,0.0,0.0,0.0,0.0,0.5
